hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
1213,1076,293,sonhei que eu era mae de dois meninos gemeos e uma menina deus se for da tua vontade tua filha nao ta pronta,gem,gemeos,gemeos gemeas,1
1214,1291,293,sonhei que tinha gemeos todo dia um sonho doido,gem,gemeos,gemeos gemeas,1
1215,1924,293,sonhei que tinha acabado de parir gemeas eram as criancas mais lindas que eu ja vi acordei procurando as to triste,gem,gemeas,gemeos gemeas,1
1216,1948,293,eu sonhei com esse bglh de gemeos voumatarojosh,gem,gemeos,gemeos gemeas,1
1217,1992,293,sonhei q eu era casada e tinha dois filhos nao sei se eram gemeos ou um ano mais velho q o outro era jace e jake sim o jace me lembrou o jace da rhaenyra,gem,gemeos,gemeos gemeas,1
1218,2202,293,sonhei que eu tava de gemeos,gem,gemeos,gemeos gemeas,1
1221,2311,302,sonhei que tava na globo,glob,globo,globo,1
1222,2825,302,eu sonhei que a globo acabava com o globo rural,glob,globo globo,globo,1
1223,3866,302,sonhei mais x com a pessoa acordei as h e vou ver a novelin da globo para nao desmoralizar,glob,globo,globo,1
1224,2453,322,sonhei com gn hoje,gn,gn,gn,1
1225,2472,322,sonhei com gn eu to muito,gn,gn,gn,1
1226,3862,322,sonhei com gn e o despertador me acordou no meio todo dia a classe trabalhadora perde,gn,gn,gn,1
1227,3555,440,sonhei q tinha ganhado um golden,ganh,ganhado,ganhado,1
1229,347,443,sonhei q joao gomes tinha saido do flamengo ja tinham anunciado e tudo q horror,gomes,joao gomes,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1230,1728,443,essa noite sonhei que o ciro gomes ganhava o segundo turno,gomes,ciro gomes,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1231,2396,443,sonhei que o ciro gomes tava na minha casa xingando o lula ai eu comecava a defender o lula e mandar ele se aposentar,gomes,ciro gomes,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1232,3128,443,sonhei que eu fui na calourada e tirei foto com o ciro gomes,gomes,ciro gomes,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1233,3582,443,eu sonhei com o ciro gomes,gomes,ciro gomes,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1234,1270,353,sonhei que dei um abraco tao gostoso na evelyn talvez seja meu lar,abrac,abraco,abraco,1
1236,2045,353,sonhei com meu pai essa noite pensa num abraco gostoso que eu ganhei obrigada por isso deus,pai,pai,pau,1
1237,2200,353,sonhei com alguem que me dava um beijo tao gostoso mas tao gostoso mas nao consegui ver quem era moca gentileza se apresentar quero testar uma coisa aqui,beij,beijo,beijo,1
1240,3244,353,sonhei que eu comprava um pao tao bonito e gostoso,compras,comprava,comprava,1
1242,3365,353,sonhei que a anitta me pegou na festa de aniversario da minha irma mas ai eu acordei na hora mais gostosa do beijo,anitta,anitta,anitta,1
1243,3747,353,sonhei dando um abraco na minha avo sonhos assim sempre sao gostosos e aquecem a minha alma,abrac,abraco,abraco,1
1244,3833,353,sonhei com bolo parecia tao gostoso,bol,bolo,bolo,1
1246,1941,337,sonhei q tava gravida e nasceu um menininho sonho gostosinho porem assustador,engrav,gravida,gravida,1
55,2274,329,sonhei que tava numa casa aleatoria fazendo guerra com uvas com umas criancas e o noah_pontezz aparecia por la,guerra,guerra,guerra,1
1250,1075,147,sonhei q o gustavo me,gustav,gustavo,gustavo,1
1251,1359,147,sonhei q ia pra um role com meus primos micro e gustavo e o gustavo chegava e tinha maconha e po do nd chega um random e ensina a gente a bolar o beck e fuma com a gente,gustav,gustavo gustavo,gustavo,1
1252,2466,147,eu sonhei eu sonhei que eu beijava o gustavo scarpa,gustav,gustavo,gustavo,1
1253,2474,147,eu sonhei que o gustavo lima era meu pai e ele teve um infarto,gustav,gustavo,gustavo,1
1254,1643,266,sonhei que o haaland morria,haaland,haaland,haaland,1
1255,1921,266,sonhei com o haaland,haaland,haaland,haaland,1
1256,1928,266,sonhei que o casemiro e o haaland foram jogar no figueirense e o casemiro postou no insta assim feliz em jogar ao lado desses craques e marcou o haaland e o oberdan,haaland,haaland haaland,haaland,1
1257,2254,266,sonhei com o haaland marcando gols ja meti a aposta,haaland,haaland,haaland,1
1157,2014,346,sonhei que a carol me hackeou essa cadela fudida,hacker,hackeou,hackerou,1
1258,2250,439,sonhei apenas com hailee steinfeld e florence pugh que sonho mds,haile,hailee,hailee,1
1259,3553,439,sonhei que a hailee tava namorando uma amiga aa,haile,hailee,hailee,1
1260,3648,439,sonhei com uma menina parecida com a hailee e a gnt tava tao de casalzinho deus se for da sua vontade,haile,hailee,hailee,1
1261,1903,262,eu sonhei que conhecia o hariel,hariel,hariel,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1262,2244,262,sonhei q tinha conhecido o mc hariel e chamei ele de cheiroso,hariel,hariel,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1263,243,48,essa noite sonhei q tava no show so harry uma pena que foi so sonho msm,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1264,351,48,sonhei que eu tava gravida do harry,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1265,580,48,sonhei que morava com harry e louis implicando com o harry ate ele ficar com raivinha aha q sonho gostoso,harry,harry harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1266,995,48,sonhei com o harry vcs nao tem nocao que sonho maravilhoso,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1267,1099,48,sonhei que eu abracava o harry e que ele era fedido que decepcao de sonh,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1268,1916,48,sonhei que conheci o harry,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1269,1974,48,sonhei q eu tava num show de algm da d ou tava vendo transmissao n lembro acho q era do harry mas no inicio quando ele tava entrando entraram os outros meninos com ele ate o zayn e foi um choque ai o harry tava com bandana o niall com,harry,harry harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1270,1998,48,sonhei com o harry,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1271,2943,48,sonhei q o show do harry foi no ginasio da escola e ngm tava animado so eu aos prantos,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1272,3620,48,sonhei q tava no show do harry dnv q ansiedade mds,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1273,3740,48,sonhei q tinha conhecido o harry agr to triste,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1274,4109,48,sonhei que ia no show do harry acordei triste,harry,harry,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1275,1621,452,sonhei com o harry styles essa noite,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1276,2161,452,sonhei que chamava o harry styles de my nigga e ele ficava muito puto desumilde demais,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1277,2417,452,sonhei que eu ia pro show do harry styles ai acordei meu deus que vida triste,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1278,3124,452,sonhei que o harry styles tava dancando em frente a fabula com tres versoes dele,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1279,3716,452,sonhei com o harry styles,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
1280,3802,452,sonhei que virava amiga do harry styles eu nem ouco as musicas do cara,harry,harry styles,harry harry styles jungkook kanye west rihanna taehyung yoongi zayn jiso,1
149,1056,380,eu sonhei que era o homem aranha e que todos os outros heroi queria me matar so quem veio me ajudar foi outro homem aranha de uma realidade alternativa meu sonhos estao no multiverso agora,aranha,homem aranha,aranha cobra cobras cobrei descobrir descobrirei,1
151,3558,380,sonhei que era o homem aranha lek q isso,aranha,homem aranha,aranha cobra cobras cobrei descobrir descobrirei,1
1359,2452,80,sonhei que eu era a mulher hulk e ficava no meio do mar numa canoa e com um cara que eu nao lembro foi interessante o sonho queria lembrar detalhes,hulk,hulk,hulk,1
1286,2493,341,sonhei que o aviao do hexa caia acordei em choque,aviao,aviao,aviao,1
1287,2616,341,sonhei que o brasil ganhava o hexa,hexa,hexa,copa flamengo hexa vasco messi,1
1288,2737,341,sonhei que o neymar fazia um hat trick em plena copa do mundo o hexa e nosso profetizei,hexa,hexa,copa flamengo hexa vasco messi,1
1289,3138,341,eu sonhei que o brasil ganhava o hexa to muito iludido,hexa,hexa,copa flamengo hexa vasco messi,1
1290,3202,341,hoje eu sonhei que o brasil era hexa com um gol de neymar do meio de campo,hexa,hexa,copa flamengo hexa vasco messi,1
1293,12,225,sonhei com ele ontem e queria que o mesmo sonho se repetisse hoje de novo boiolinha por homem sim,homem mlk garoto,homem,homem mlk garoto,1
1294,617,225,hoje sonhei com nathan scott e acordei super triste pq nao tenho um homem desses na minha vida,homem mlk garoto,homem,homem mlk garoto,1
1295,871,225,sonhei com o skz dnv vou contar primeiro eu tava em um lugar com minhas amigas nao conheco nenhuma e um homem todo mundo tava comendo bolo e suco ate que uma das meninas comecou a se sentir mal e dps disso mais meninas comecaram a passar mal,homem mlk garoto,homem,homem mlk garoto,1
1296,1144,225,sonhei com o lennon hoje e eu to muito triste que nao abracei esse homem ainda e o thiago tava,homem mlk garoto,homem,homem mlk garoto,1
1297,1210,225,sonhei com lucas vei libera logo esse homem sm,homem mlk garoto,homem,homem mlk garoto,1
1298,1273,225,eu sonhei com uma mulher falando que meu homem iria chegar na hora certa que ele e alto e charmoso sendo que a padilha uma vez me falou isso,homem mlk garoto,homem,homem mlk garoto,1
1299,1619,225,sonhei com o homem da minha vida,homem mlk garoto,homem,homem mlk garoto,1
1300,1772,225,sonhei que estava apaixonada por um homem belissimo mds q isso,homem mlk garoto,homem,homem mlk garoto,1
1301,1824,225,sonhei wue eu tinha um namorado abusivo que nao gostava que ninguem olhasse para mim falasse cmg eu perguntasse algo homem,homem mlk garoto,homem,homem mlk garoto,1
1302,2235,225,sonhei que um homem estava me seguindo para me proteger ate a casa do lucas,homem mlk garoto,homem,homem mlk garoto,1
1303,3366,225,sonhei que eu tava pegando um homem peitudo,homem mlk garoto,homem,homem mlk garoto,1
1304,3937,225,sonhei que tinha esfaqueado e botado fogo num homem pq ele tentou abusar de mim que sonho satisfatorio,abuso,abusar,abusar,1
1305,3989,225,sonhei com ele passei o dia pensando nele oq este homem fez comigo,homem mlk garoto,homem,homem mlk garoto,1
1783,314,472,essa noite eu sonhei que eu tava mto feliz com uns mlk girando bombril na rua ai do nada apareceu um puta urso de metros correndo muito atras da gente ate mijei na cama,homem mlk garoto,mlk,homem mlk garoto,1
1784,939,472,sonhei que meu piercing tinha saido do meu nariz mlk o desespero q eh acordei pra ver se essa droga ainda tava aqui,homem mlk garoto,mlk,homem mlk garoto,1
1785,1715,472,sonhei com um mlk q n vejo ha pelo menos anos qq eh jsso,homem mlk garoto,mlk,homem mlk garoto,1
1786,1787,472,eu sonhei cm o mlk oxi,homem mlk garoto,mlk,homem mlk garoto,1
1787,1937,472,sonhei com ele dnv sai da mnh cabeca mlk,homem mlk garoto,mlk,homem mlk garoto,1
1788,2303,472,sonhei que eu tinha minha propria moto acordei triste mlk,homem mlk garoto,mlk,homem mlk garoto,1
1789,2481,472,sonhei com o mlk proibido que caos,homem mlk garoto,mlk,homem mlk garoto,1
1790,3171,472,sonhei q tava namorando e o mlk n me dava bola so queria ficar jogando valorant vou me mat,homem mlk garoto,mlk,homem mlk garoto,1
1791,3728,472,sonhei com a vitoria dos mlk muito bom esse sonho,homem mlk garoto,mlk,homem mlk garoto,1
1792,3946,472,eu sonhei com o mlk,homem mlk garoto,mlk,homem mlk garoto,1
1793,3987,472,sonhei q eu tava tomando banho com o mlk q eu ficava que porra foi essa,banheira,banho,banho,1
1306,584,393,sonhei que tinha ido na tribe,ido,ido,ido,1
1307,727,393,sonhei que eu tava voltando pra cwb ai acordei no onibus sem saber se eu ja tinha ido pra praia grande ou nao,ido,ido,ido,1
1308,991,393,eu sonhei que tinha ido pra praia e nao tinha tirado nenhuma foto foi horrivel gente,praia,praia,praia,1
1309,1432,393,sonhei q tinha ido pra copacabana,ido,ido,ido,1
1310,1679,393,sonhei que ia ter um show do ed sheeran em cuiaba na arena pantanal no sonho tinha capacidade de pessoas mas tudo era estranhamente pequeno ai foi eu e minha familia eu tinha ido so pra ver a taylor e ela apareceu pra cantar everything has changed,ido,ido,ido,1
1311,1808,393,sonhei que com o dinheiro das packs eu tinha ido pro eua,dinheiro,dinheiro,dinheiro,1
1312,2242,393,sonhei q tinha ido no show da taylor c a minha ex acordei no pulo mds q pesadelo,taylor,taylor,taylor,1
1313,2512,393,eu sonhei que tinha ido parar no hospital,ido,ido,ido,1
1315,3250,393,sonhei que eu tinha ido pra casa,ido,ido,ido,1
1024,1388,43,essa noite eu sonhei que estava dentro de uma igreja e uma pastora dizia exatamente tudo o que estou sentindo,igrej,igreja,exatas exatamente,1
1316,1405,379,sonhei que o lider da igreja me seguia no tt,igrej,igreja,igreja,1
1317,2438,379,sonhei que eu tinha ido numa igreja evangelica e pra assistir culto em pe ainda credo que desconforto,igrej,igreja,igreja,1
1318,2956,379,sonhei que eu ia pra uma igreja assembleia e la tocava acdc,igrej,igreja,igreja,1
1319,3003,379,sonhei que eu voltava pra igreja parecia tao real so queria ter forca pra volta,igrej,igreja,igreja,1
ig,512,309,sonhei que o padre kelmon entupia a privada aqui de casa hoje eu odeio ainda mais esse cara,igrej,padre,padre,1
1323,1465,253,sonhei q tinha dvd de todos os filmes da barbie infelizmente foi so sonho,filme,filmes,filmes,1
1324,1747,253,sonhei q conhecia o lula e infelizmente acordei,lula,lula,lula,1
1326,3706,253,sonhei com o bts fazendo show de gratis na minha cidade e ainda por cima eu dava uns pega em dois dos infelizmente acordei quando ia pegar mais um q dor,bts,bts,bts,1
530,453,366,eu sonhei que tinha visto o cellbit to muito triste,influencers,cellbit,cellbit toguro jade,1
531,1285,366,sonhei pela terceira vez em duas semanas com o cellbit,influencers,cellbit,cellbit toguro jade,1
532,2859,366,eu sonhei com o cellbit,influencers,cellbit,cellbit toguro jade,1
1389,1284,259,sonhei q a jade picon e a fernanda paes tavam se pegando,influencers,jade,cellbit toguro jade,1
1390,1608,259,sonhei com o avelino a brenda a isa e a jade da dani choma a isa era a jade so que ruiva e com o olho verde e a jade era a filha deles e eles estavam em guarulhos sairam de brasilia pra vir pra guarulhos sonhos mega aleatorios temos bom dia,influencers,jade jade jade,cellbit toguro jade,1
1391,1895,259,sonhei com a jade picon,influencers,jade,cellbit toguro jade,1
1392,2233,259,sonhei q eu era empregada na jade picon na novela q nem saiu ainda,influencers,jade,cellbit toguro jade,1
1619,3913,383,sonhei que tava eu gabi e jade montada num touro mecanico gigantesco e acordei agora da manha,influencers,jade,jade,1
1717,1911,218,sonhei que eu entregava um premio apca de melhor peca de teatro pra doutora deolane,influencers,deolane,deolane,1
1724,3156,218,sonhei q eu era melhor amiga da gkay,influencers,gkay,gkay,1
2266,1723,470,sonhei q deolane ia pra proxima roca por votacao da casa,influencers,deolane,deolane,1
2580,732,101,sonhei com o toguro,influencers,toguro,cellbit toguro jade,1
2581,2499,101,sonhei que o toguro fazia flow e eu s meus amigos tinhamos um programa sendo entrevistado,influencers,toguro,cellbit toguro jade,1
2582,2648,101,sonhei que era amigo do toguro e tava indo para mansao fazer um projetinho felas,influencers,toguro,cellbit toguro jade,1
2583,3341,101,sonhei que eu fazia as tatuagens do toguro,influencers,toguro,cellbit toguro jade,1
1327,563,125,sonhei com uma pessoa que nunca vi na vida falando ingles comigo num maior chamego hoje vi um muito parecido aqui e to,ingles,ingles,ingles,1
1328,597,125,sonhei que morava no canada e falava ingles muito bem espero que tenha sido uma visao do futuro,ingles,ingles,ingles,1
1329,922,125,eu sonhei em ingles,ingles,ingles,ingles,1
1330,948,125,sonhei falando muito em ingles e eu entendia tudo,ingles,ingles,ingles,1
1331,1647,125,sonhei q falava ingles fluentemente mesmo nao falando ingles fluentemente,ingles,ingles ingles,ingles,1
1332,1842,125,sonhei em ingles,ingles,ingles,ingles,1
1333,2238,125,sonhei literalmente que tava eu e a minha irma no carro do justin c a hailey e eles estavam falando em pt e eu me virava no ingles e pedi p ele colocar anyone de novo ele cantava olhando p ela,ingles,ingles,ingles,1
1334,2479,125,eu sonhei em ingles foi mt aleatorio,ingles,ingles,ingles,1
1335,2696,125,eu sonhei hj q tava fazendo uma declaracao em ingles na escola pq tinha um aluno americano novo meu deus como eh bao ser bilingue,ingles,ingles,ingles,1
1336,3236,125,hoje sonhei em portugues ingles e espanhol me sinto pronta pro cargo de poliglota,ingles,ingles,ingles,1
1344,944,188,sonhei a noite inteira q eu tava me afogando pqp,afog,afogando,afogando,1
2421,1280,4,sonhei q n completava o relatorio dessa semana e n conseguia apresentar no fim do semestre to comecando a ficar maluco ja,relatorio,relatorio,relatorio,1
1362,150,62,sonhei com o cass e do nada a irma dele apareceu na minha dm obrigada pelo sinal universo,irma,irma,irma irmao irmaos,1
1363,270,62,sonhei que meu irmao voltou com a ex dele anos e eu nao superei que eles terminaram,irma,irmao,irma irmao irmaos,1
1364,448,62,sonhei com a minha irma,irma,irma,irma irmao irmaos,1
1365,966,62,sonhei com a minha irma bolsominion q pesadelo meu deus pior ela tinha roubado alguma coisa minha e conseguiu colocar a culpa em mim,irma,irma,irma irmao irmaos,1
1366,1364,62,sonhei que meu irmao se formou e eu nao fui convidada,irma,irmao,irma irmao irmaos,1
1367,1563,62,sonhei que kiel era meu irmao e a gente se pegava escondido tenho fetiche em incesto,irma,irmao,irma irmao irmaos,1
1368,1606,62,sonhei que minha irma me dava o iphone literalmente do nada,irma,irma,irma irmao irmaos,1
1369,1797,62,sonhei que a avo e a irma de uma colega morriam afogadas aparentemente,afog,afogadas,afogadas,1
1370,1950,62,sonhei c meus irmaos hoje,irma,irmaos,irma irmao irmaos,1
1371,1951,62,sonhei que minha chefe sequestrava meu irmao mais novo e colocava ele num cativeiro que era como uma quarta dimensao eu insistia pra ela tirar ele de la e ela resolveu me dar um clone do meu irmao o que nao me fez parar de insistir depois de um tempo,chefe,chefe,chefe,1
1372,2136,62,eu sonhei q eu tinha uma irma mais nova mt fofa aa,irma,irma,irma irmao irmaos,1
1373,2270,62,sonhei com meu irmao essa noite saudade apertou agora,irma,irmao,irma irmao irmaos,1
1374,2285,62,eu sonhei q meu irmao parecia cmg serase vem ai um lindo,irma,irmao,irma irmao irmaos,1
1375,2352,62,sonhei q minha irma tava beijando na boca,irma,irma,irma irmao irmaos,1
1376,2575,62,sonhei q meu irmao tinha me dado um carro se ele quiser eu n vou recusar n,irma,irmao,irma irmao irmaos,1
1377,2632,62,sonhei que minha irma mais nova tinha uma filha,irma,irma,irma irmao irmaos,1
1378,2771,62,sonhei com a re hoje de novo dessa vez a gente tava vendo um jogo eu tava com minha irma e ela tava no mesmo local mas eu nao a via ligava pra ela e ela nao me atendia ai liguei pro thiago e ele falou que ela tava la no fim ela conversou com minha irma rapidao e foi embora,irma,irma irma,irma irmao irmaos,1
1379,3081,62,sonhei com meu irmao,irma,irmao,irma irmao irmaos,1
1380,3295,62,sonhei que eu tava na praca conversando e chegou a minha irma com a bandeira do fla pra colocar no fusca e quando fui ver ja tinha bandeiras disse que nao tinha espaco e ela deixou comigo sinal de carreata,irma,irma,irma irmao irmaos,1
1381,3361,62,sonhei que tava pegando os irmaos gallagher,irma,irmaos,irma irmao irmaos,1
1382,3819,62,sonhei com o d q sdds do meu irmao,irma,irmao,irma irmao irmaos,1
1383,3836,62,sonhei que tava namorando com o jaehyeong nunca venci tanto irmaos,irma,irmaos,irma irmao irmaos,1
1384,3845,62,sonhei que a minha irma chegava antes de surpresa que se realize em nome de jesus,irma,irma,irma irmao irmaos,1
1385,4005,62,sonhei com o meu irmao hj,irma,irmao,irma irmao irmaos,1
1386,1664,338,sonhei que estava na italia foi lindo,ital,italia,italia,1
1387,2576,338,eu sonhei q tava na italia mn,ital,italia,italia,1
1388,2637,338,sonhei que eu tinha feito uma viagem so eu e minha mae pra franca italia mto foda,ital,italia,italia,1
1393,475,292,sonhei que conheci o jao e o shawn essa noite,jao,jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1394,746,292,sonhei que o jao tava gravando um clipe,jao,jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1395,1117,292,sonhei que o jao tinha voltado com o raio,jao,jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1396,1245,292,eu sonhei q nego jao me bloqueava no insta junto com aquele yago amostrado,jao,jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1397,2183,292,sonhei com o jao,jao,jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1398,3161,292,sonhei com uma fanfic de romance pos apocaliptica distopica entre eu e o jao estou apaixonado por um famoso desse eu sei fazer a psicanalise vi muita coisa do jao bolsonaro explosoes e amores essa semana ainda nao consigo usar o celular em sonhos,jao,jao jao,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1407,129,267,sonhei que tava namorando o cantor joao gomes e ele comprou uma casa para minha mae,joa,joao,joao,1
1408,1615,267,sonhei q tava beijando o luca tuber de as aventuras de poliana o antigo q era o joao guilherme oq e isso,joa,joao,joao,1
1409,1929,267,sonhei que namorava o joao guilherme do nada mds,joa,joao,joao,1
1410,3490,267,sonhei com o joao ferdnan,joa,joao,joao,1
1411,1026,209,sonhei que conseguia dobrar meu joelho ao ponto da panturrilha encostar na posterior da coxa sem sentir dor doce ilusao,joelho,joelho,cabeca peito peitos umbigo joelho,1
1412,1494,209,sonhei que tirava o joelho do lugar sera que eh um sinal,joelho,joelho,cabeca peito peitos umbigo joelho,1
1413,3493,209,sonhei que tinha comido joelho de porco do zeti saudades,joelho,joelho,cabeca peito peitos umbigo joelho,1
1414,157,116,sonhei que eu tinha perdido meu kyrie so pq amanha tenho jogo,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1415,285,116,sonhei que tava jogando soft foi muito real juro,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1416,350,116,sonhei com omori sonhei com o jogo todo mwu deus acordei aos prantos,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1417,665,116,essa noite eu sonhei que estava passando um jogo do fluminense x corinthians nao sei exatamente que campeonato era e no sonho eu nao conseguia assistir o jogo direito mas quando jogo acabava o placar era x pro corinthians ate no meus sonhos o fluminense me decepciona,jogo e playstation,jogo jogo jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1418,674,116,eu sonhei com vc e foi exatamente como eu imagino que teria sido na vida real a gente nem se beijou mas falamos de anime de virjola jogo de virjola depois jogamos rpg de mesa e comemos bolo que eu fiz gt lt,jogo e playstation,jogo jogamos,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1419,697,116,sonhei com o jogo de hoje e ele foi a vai tomar no cu sonho,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1420,716,116,sonhei que tava jogando little nightmares,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1421,803,116,sonhei que eu tava gravida de meses vou me jogar das escadas do cristo,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1422,854,116,sonhei que eu tinha voltado a jogar,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1423,942,116,sonhei q tava jogando club penguin,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1424,1016,116,sonhei q jogava rugby acho q vou investir,jogo e playstation,jogava,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1425,1043,116,sonhei que tava na quadra da aabb com as meninas pronta pra jogar que saudades afinal os jogos escolares acabou de vez,jogo e playstation,jogar jogos,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1426,1087,116,sonhei q arquitetura era um jogo,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1427,1241,116,sonhei qbeu tava jogando um jogo satanico com puzzle e dpois sonjei com uma natalha d heroi e vilao mt epica,jogo e playstation,jogando jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1428,1347,116,sonhei que tava jogando volei terca talvez seja um sinal mandando eu ir,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1429,1504,116,sonhei que a pain fazia o mylon e o brtt voltar a jogar no ano que vem e a gente tava no mundial e estavamos fazendo um x na gen g na semi,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1430,1733,116,sonhei que uma pessoa morria e jogavam que eu tinha sido a mas eu tava fazendo a unha,jogo e playstation,jogavam,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1431,1894,116,sonhei que jogava basquete profissionalmente,jogo e playstation,jogava,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1432,1906,116,sonhei com o e no sonho ele me dizia alguns numeros pra jogar no bicho hoje acordei cheia de nostalgia pois sempre era eu que levava o papelzinho dele com o jogos pro bicheiro,jogo e playstation,jogar jogos,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1433,1962,116,sonhei que nos jogos de futebol os centrais eram obrigados a jogar de calcas de ganga,jogo e playstation,jogos jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1434,2149,116,essa noite eu sonhei que tava vendo um jogo do corinthians feminino da area tecnica da nqa e a todo gol as jogadoras iam comemorar comigo meu deus que sonho bom como eu tava feliz ai acordei e lembrei dos fatidicos acontecimentos de ontem k,jogo e playstation,jogo jogadoras,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1435,2214,116,sonhei que eu so tinha de resina fragil cara esse jogo ta me consumindo,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1436,2316,116,sonhei q tava assistindo o warriors jogar,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1437,2570,116,sonhei que o jogo de quarta era uma vergonha,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1438,2699,116,sonhei que invadi um aeroporto pois jogar bola na pista de pouso fomos expulsos e entao uns caras nos sequestraram e jogaram gasolina na gente dizendo que iam nos matar se a gente nao voltasse nos candidatos dele,jogo e playstation,jogar jogaram,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1439,2928,116,sonhei que estava em uma ponte prestes a me jogar,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1440,3048,116,sonhei q eu estava no mineirao em um jogo do cruzeiro e comecei da crise de ansiedade porque estava muito cheio medo disso ser um sinal pra nao ir ao jogo de basquete,jogo e playstation,jogo jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
