hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
1441,3440,116,sonhei com futsal e deu uma vontade de jogar,jogo e playstation,jogar,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1442,3660,116,sonhei que tava indo para bahia pra assistir jogo do gremio,jogo e playstation,jogo,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1443,3678,116,sonhei que tava jogando na copa contra a croacia,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1444,3796,116,sonhei que jogavam uma arma quimica aqui na minha cidade,jogo e playstation,jogavam,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
1445,3918,116,sonhei que eu tava jogando oleo em mim mesmo pra atear fogo,jogo e playstation,jogando,jogo jogando jogamos jogar jogava jogos jogavam jogadoras jogaram playstation,1
2152,745,106,sonhei c playstation sdd do meu,playstation,playstation,playstation,1
2153,3662,106,sonhei com o alok e a esposa deles do nada eu na casa deles pq a gente era muito amigo e fui la jogar playstation com eles,playstation,playstation,playstation,1
1450,616,399,sonhei que perdia um premio de um milhao de reais no show do milhao pq nao sabia o nome de uma musica qualquer uma da dupla henrique e juliano a ha a pergunta era diga o nome de uma musica de henrique e juliano e eu nao sei ah ah,juliano,henrique e juliano,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1451,2721,399,sonhei que tava num show do henrique e juliano nos eua seria pedir demais,juliano,henrique e juliano,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1452,2728,399,sonhei que eu tava namorando com o henrique do juliano,juliano,juliano,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1453,3177,399,eu sonhei que ia pro show do henrique e juliano to triste,juliano,henrique e juliano,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1455,3641,399,sonhei q tava no palco junto com icaro e gilmar e henrique e juliano pqp acordei ate nervoso,juliano,henrique e juliano,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1470,288,61,sonhei que eu tava mo onibus dormindo ai eu encontrava o hugh jackman e qnd eu acordava ele tava dormindo no banco do meu lado e eu fazia um tweet sobre isso e dps ia tirar uma foto com ele,lad,lado,lado lad lados,1
1471,400,61,essa noite eu sonhei que os predios aqui do lado da minha casa estavam caindo,lad,lado,lado lad lados,1
1472,439,61,sonhei que tava com ele ai acordei e ele tava do meu lado e a gente foi la e realizou o sonho,lad,lado,lado lad lados,1
1473,497,61,sonhei que eu tava pilotando um carro do lado do passageiro e quando chegava na marginal eu ia pro lado do motorista pra conseguir dirigir direito,piloto,pilotando,pilotando,1
1474,608,61,sonhei a maria deitava do meu lado e me acordava saudades do meu bombonzinho,lad,lado,lado lad lados,1
1475,1282,61,sonhei q tava fumando no sofa de casa do lado da minha mae e agora to com a consciencia pesada,fuma,fumando,fumando,1
1476,1726,61,eu sonhei que um meteorito caia do meu lado e eu morria,lad,lado,lado lad lados,1
1477,1783,61,eu sonhei com emidinho hoje ele tava ao lado de e era pausa no ginasio a saudade nunca deixa de se fazer presente hora ou outra ela volta foi muito bom ter visto ele tao feliz,lad,lado,lado lad lados,1
1478,2191,61,sonhei que uma pessoa me mandava mensagem dizendo que tava com saudade pior que acordei com saudades dela e depois sonhei que tinha um buraco na minha perna que atravessava de um lado pro outro,lad,lado,lado lad lados,1
1479,2959,61,sonhei que duas trans amigas minhas se pegavam muito forte no banheiro enquanto eu dormia na cabine do lado bom dia,banheira,banheiro,banheiro,1
1480,3185,61,sonhei que fazia lipo lad e passava o dia todo na frente do espelho me admirando,lad,lad,lado lad lados,1
1481,3345,61,sonhei que tava na casa da minha amiga e o marido dela era raffie dellon ai tava um cabare do lado de fora e ele falava pra mim comedre voce tem coragem de jogar essa pedra pelo muro,lad,lado,lado lad lados,1
1482,3663,61,sonhei que eu tava numa passeata pro lula eu tava toda de vermelho e tinha tambem o pessoal do lado negro da forca acho que era dia de votacao ai tava todo mundo misturado as galeras de ambos os lados estava segurando cartazes cantando e tudo mais,lad,lado lados,lado lad lados,1
1483,4026,61,sonhei com o thalezerah e com o victor_stk noite passada fomos numa festa num bar no meio do nada victor colocou alguma coisa na minha bebida fiquei doidona e o thales ficou do meu lado o tempo todo horrorizado com oq eu falava,lad,lado,lado lad lados,1
2635,2373,109,eu sonhei com lanche e vou comer lanche hj ta vendo ne saviano se ele nao ver,lanche,lanche,lanche,1
1485,1581,120,eu sonhei que encontrei o leo e o tddy sentados junto com meu tio almocando no shopping e depois eu fui na casa do leo,shopping,shopping,shopping,1
1486,509,249,sonhei que estava indo comprar uma arma ai a menina que me atendeu na loja foi muito solicita primeiro me mostrou uma pistola cromada mais cara eu peguei pra ver e nao gostei do gatilho ai comprei um revolver mesmo pq era mais facil de desmontar pra limpar e tal,compras,comprar,comprar,1
1487,1794,249,sonhei com uma pessoa do passado e limpa limpa limpa,limp,limpa limpa limpa,limpar limpa limpou,1
1488,3776,249,sonhei que eu namorava e minha mulher mandou eu limpar a casa antes de transar,limp,limpar,limpar limpa limpou,1
1489,4014,249,eu sonhei com essa pessoa este sonho me deixou mais inseguro mais amedrontado de me libertar mas foi bom pra mostrar que eu me importo e quero o bem dela e queria que as coisas fossem diferentes como foi no sonho tendo dialogo eu acordei chorei e o banho limpou largrimas,limp,limpou,limpar limpa limpou,1
1490,2217,342,sonhei q tinha ido ao show da liniker e ela so cantava legiao urbana,liniker,liniker,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1491,2629,342,sonhei que conhecia a liniker,liniker,liniker,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1492,3659,342,sonhei que eu ia era meu aniversario e eu ia no show da liniker com a karoline jenifer e thayslane,liniker,liniker,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1493,450,234,sonhei que ganhava um livro lindo sobre sabedoria mds e um sinal,livr,livro,livro livre livros,1
1494,581,234,eu sonhei que fui votar junto com minha prima minion deus que me livre ver essa mulher na rua no dia da eleicao,vot,votar,votar,1
1495,657,234,eu sonhei que eu ganhei um livro sobre a sofad era preto e roxo eu tava doida pra ler mas eu nao conseguia de jeito nenhum,livr,livro,livro livre livros,1
1496,1260,234,sonhei que a naruteirarabuda me ofereceu uma vaga de emprego mercado livre a,livr,mercado livre,livro livre livros,1
1497,1453,234,sonhei q tinha lido livros em um dia acordei desnorteada,livr,livros,livro livre livros,1
1498,1454,234,sonhei que tinha ganhado reais em livros,livr,livros,livro livre livros,1
1499,1659,234,sonhei q tava comprando uma caixa de chiclete abri o mercado livre hj e eu realmente tinha comprado veio uma caixa de diamante negro com chiclete dentro,livr,mercado livre,livro livre livros,1
1500,1697,234,sonhei que eu tava gravida de um menino deus me livre,engrav,gravida,gravida,1
1501,2190,234,sonhei com esse livro top piores sonhos pra se ter,livr,livro,livro livre livros,1
1502,3213,234,sonhei que tinha ganhando um livro de algebra linear da biblioteca da ufsc porque eles nao queriam e tinha uma secao do livro dedicada a charlie brown,livr,livro livro,livro livre livros,1
1503,3709,234,sonhei q eu estava gravida ai foi tao estranho tipo que eu no cvs com o e eu morrendo de medo de contar para minha mae no sonho deus me livre engravidar e morar aqui em casa,engrav,gravida,gravida,1
1504,3818,234,sonhei que eu tava gravida deus me livre e guarde,engrav,gravida,gravida,1
1505,3893,234,sonhei que tava gravida foi uma mistura de deus me livre mais quem me dera,engrav,gravida,gravida,1
1506,92,118,sonhei tambem q a hyeju estava loira,loira,loira,loira loiro morena,1
1507,394,118,sonhei a noite inteira que eu tava loira,loira,loira,loira loiro morena,1
1508,711,118,sonhei com a minha mae essa noite ela era loira e estava falando comigo por video ou algo assim ela era doce e gentil,loira,loira,loira loiro morena,1
1509,864,118,sonhei q estava loira,loira,loira,loira loiro morena,1
1510,2987,118,sonhei que fiquei loira sera que e um sinal,loira,loira,loira loiro morena,1
1511,3691,118,sonhei com uma menina hoje ela se apresentava como a menina dos cabelos loiro acinzentado obrigada pela conversa e por me entender,loira,loiro,loira loiro morena,1
1512,1276,174,sonhei com o louis,lou,louis,louis,1
1513,1570,174,sonhei q o louis era meu best e tinha anos e ainda me dava um selinho to mt mal juro,lou,louis,louis,1
1514,1918,174,sonhei que o louis era meu melhor amigo no sonho e tinha me dado feliz aniversario,lou,louis,louis,1
1515,3396,174,sonhei que o louis era meu pai acordei chorando,lou,louis,louis,1
1517,891,339,sonhei q trombava com o taehyun em uma praia mas ai eu ignorei ele pq nn queria parecer um louca pedindo foto e invadindo a privacidade dele,praia,praia,praia,1
1520,1932,339,sonhei q tinha filhas e queria outro pra ver se vinha menino eu tava louca ou surtada nesse sonho,filh,filhas,filhas,1
1523,3027,339,sonhei que o lula vencia essa eleicao e eu fiquei louca pulando e o povo tbm,lula,lula,lula,1
1524,3212,339,sonhei que acabou o dinheiro do pais e a nova moeda era massinha de modelar quando estavam novinhas sem misturar as cores eram mais valiosas depois que misturava valia menos eu to ficando louca,dinheiro,dinheiro,dinheiro,1
1526,3923,339,sonhei que a gente uma ditadura comunista muito louca,comunista,comunista,comunista,1
1530,1327,87,sonhei q eu fiquei com anitta q loucura,anitta,anitta,anitta,1
1534,2166,87,sonhei com eu e daniel morrendo de varias formas mas sempre juntos que loucura,morte,morrendo,morrendo,1
1537,3768,87,sonhei ate que tinha filhos o mais novo era uma menininha toda de rosa que loucura,filh,filhos,filhos,1
1538,1353,327,sonhei que tava no show do luan santana e acordei morrendo de saudade de um showzinho dele,luan santana,luan santana,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
1539,2509,327,sonhei q eu era o luan santana essa noite,luan santana,luan,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2638,2726,109,sonhei que a ludmilla queria me pegar e pagou minha passagem p ver ela,ludmilla,ludmilla,ludmilla,1
839,212,219,sonhei que o lula ganhava as eleicoes mas o alckmi conseguiu tirar ele da presidencia e o brasil foi a falencia,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
840,464,219,sonhei que o lula ganhava as eleicoes com acho dificil mas vai que,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
841,1079,219,sonhei que o lula ganhou as eleicoes,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
842,1585,219,sonhei q o lula ganhava as eleicoes,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
843,3289,219,sonhei que o lula tinha perdido as eleicoes por,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
844,3905,219,sonhei que eu estava em uma lagoa rasa c os meus primos no meio da floresta e o lula ele tinha ganhado as eleicoes mas nem comemorou mto,lula,eleicoes lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1541,287,394,sonhei que tava em um comicio do lula esse veio ta me deixando doida,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1542,405,394,sonhei que lula era meu pai,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1543,533,394,sonhei com o lula na minha festa de aniversario acho que foi um sinal,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1544,904,394,sonhei q o lula ganhava com,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1545,998,394,sonhei com o lula duas vezes e em uma das vezes ele tava junto com a valesca e ela cantava conheci o lula no complexo do alemao,lula,lula lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1546,1222,394,sonhei que o lula estava aqui e que a janja era uma fada acessivel,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1547,1874,394,sonhei que o lula ganhava com,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1548,1907,394,sonhei que o lula tinha sido eleito,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1549,2260,394,sonhei com horrores de picanha lula corre aqui,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1550,2312,394,sonhei q lula ganhou,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1551,2473,394,sonhei com o lula,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1552,2672,394,sonhei que eu era advogado do lula,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1553,2691,394,sonhei ate c o lula essa noite meu deus,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1554,2694,394,sonhei c lula ganhando a eleicao vai da certo,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1555,2977,394,sonhei q ja era dia e o lula tava ganhando i guess dreams do come true,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1556,3107,394,sonhei q lula veio aqui em casa e dei pinga pra ele,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1557,3146,394,sonhei com o lula hj mds,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1558,3400,394,sonhei c jose vezes e c rafa e david vezes e q lula ganhava old,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1559,3470,394,sonhei que o lula desistiu de se eleger acordei chorando horrores,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1560,3525,394,sonhei q lula tinha ganhado,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1561,3766,394,sonhei q o lula tinha sido eleito bom dia,lula,lula,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
